date,department,disease_category,specific_disease,patient_count,occupied_beds,total_beds,occupancy_rate,severity,avg_length_of_stay,icu_required,emergency_admission,discharges,ed_wait_time_minutes,labour_staffing,admission_discharge_ratio,bed_utilization,acuity_index,staff_to_patient_ratio,readmission_risk,complexity_score,recovery_rate,satisfaction_score,cost_per_bed,mortality_rate,days_since_turnover,equipment_availability,infection_rate,readmission_count,transfer_count,day_of_week,month,week_number,is_weekend,is_holiday
2025-02-04,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,11.684958089134422,7,0,6,,3.6632611833653455,2.2857142857142856,0.95,0.65,0.21548595196266737,0.784,69.81524497012529,30.184755029874708,60.15896959256469,6300.0,0.03,6,0.8123328540064378,0.07997152711753697,1,2,1,2,6,0,0
2025-02-04,Neurology,Neurological,Movement Disorders,18,22,28,0.7857142857142857,MEDIUM,7.085890859298854,3,0,11,,4.895349197028622,1.5,0.7857142857142857,0.4,0.25764995773834853,0.5231119674205644,56.823994048711675,43.176005951288325,64.76174210502161,2400.0,0.01,3,0.9234672168518125,0.04882737626260434,1,0,1,2,6,0,0
2025-02-04,Oncology,Cancer,Radiation Therapy,17,20,25,0.8,MEDIUM,8.356358071226175,3,0,7,,4.197708301162475,2.125,0.8,0.4,0.2332060167312486,0.5616357292371122,49.79740824982104,50.20259175017896,69.06829616077371,2640.0,0.01,6,0.9924249614946463,0.06801155080691566,1,0,1,2,6,0,0
2025-02-04,Orthopedics,Musculoskeletal,Fractures & Replacements,28,33,35,0.9428571428571428,HIGH,7.945420120720598,13,1,14,,6.867874795076118,1.9333333333333333,0.9428571428571428,0.65,0.2368232687957282,0.7555709591886567,75.19363510184806,24.80636489815194,63.561718075907514,3240.0,0.03,1,0.9717624667361877,0.06818579271332487,3,4,1,2,6,0,0
2025-02-05,Cardiology,Cardiovascular,Arrhythmia Management,22,26,30,0.8666666666666667,MEDIUM,7.546379900520767,3,1,13,,5.274430946750633,1.6428571428571428,0.8666666666666667,0.4,0.2293230846413319,0.6455380977388516,51.12653961020471,48.87346038979529,58.54678087204634,3000.0,0.01,7,0.9375170889614199,0.06699252215152737,2,3,2,2,6,0,0
2025-02-05,Emergency,Trauma,ED High Acuity Mix,11,13,15,0.8666666666666667,MEDIUM,8.996475647186953,1,10,4,130.76974458456542,3.1086365536691107,4.2,0.8666666666666667,0.4,0.2590530461390926,0.6497338143498651,42.34446248722139,57.65553751277861,44.851260661456486,1800.0,0.01,4,0.9578952698055506,0.0788911043696015,1,1,2,2,6,0,0
2025-02-05,General Ward,General,Respiratory & Med-Surg,81,96,100,0.96,HIGH,9.78873577442475,38,4,58,,19.255722461010517,1.4406779661016949,0.96,0.65,0.23482588367085996,0.7840038267374533,72.2522143204571,27.7477856795429,56.939820256196455,2160.0,0.03,3,0.8554244449452097,0.07266627111467305,9,14,2,2,6,0,0
2025-02-05,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,11.897341915442972,7,0,7,,4.22495827093476,2.0,0.95,0.65,0.2485269571138094,0.784,87.61899895308515,12.381001046914847,71.17666374095309,6300.0,0.03,3,0.8711218937263657,0.07451476275239524,1,2,2,2,6,0,0
2025-02-05,Neurology,Neurological,Stroke & Seizure,22,26,28,0.9285714285714286,MEDIUM,2.7671566073127742,3,1,10,,6.065381855972391,2.090909090909091,0.9285714285714286,0.4,0.26371225460749526,0.7419573916280421,55.36489023883006,44.63510976116994,70.93317432256482,2400.0,0.01,1,0.8989802438819187,0.08084164064246363,2,3,2,2,6,0,0
2025-02-05,Oncology,Cancer,Radiation Therapy,19,23,25,0.92,MEDIUM,8.519998734255182,3,0,12,,4.869251609352861,1.4615384615384615,0.92,0.4,0.24346258046764305,0.7022217033321924,47.485126147243285,52.514873852756715,62.837917567913394,2640.0,0.01,1,0.8713442319889341,0.04742436741949368,2,3,2,2,6,0,0
2025-02-05,Orthopedics,Musculoskeletal,Spine Surgery,27,32,35,0.9142857142857143,HIGH,5.300902303651261,12,1,11,,5.773656290125588,2.3333333333333335,0.9142857142857143,0.65,0.20620201036162816,0.7174542381680956,77.49842555151467,22.50157444848533,61.75934592060871,3240.0,0.03,3,0.965837245952961,0.05957434894008233,3,4,2,2,6,0,0
2025-02-06,Cardiology,Cardiovascular,Arrhythmia Management,23,28,30,0.9333333333333333,LOW,3.5072504472200476,1,1,13,,6.049988978081605,1.7142857142857142,0.9333333333333333,0.3,0.2520828740867335,0.7319616690574342,33.03214006845036,66.96785993154964,59.33481279518576,2250.0,0.002,7,0.8090349813626233,0.060351276335690374,2,4,3,2,6,0,0
2025-02-06,Emergency,Trauma,ED High Acuity Mix,11,13,15,0.8666666666666667,LOW,4.34005129456889,0,8,5,144.4593723147975,2.45257046341691,3.1666666666666665,0.8666666666666667,0.3,0.20438087195140917,0.6724928179402165,25.872947350105225,74.12705264989478,60.40475890999226,1350.0,0.002,5,0.9822339790368394,0.06313696836530906,1,1,3,2,6,0,0
2025-02-06,General Ward,General,Respiratory & Med-Surg,75,89,100,0.89,MEDIUM,8.298252945067034,13,3,34,,18.324871984406656,2.2285714285714286,0.89,0.4,0.24111673663692967,0.6698652156011221,50.19116717608119,49.80883282391881,48.207011022780286,1440.0,0.01,3,0.8260037807430478,0.05618855775690502,8,13,3,2,6,0,0
2025-02-06,ICU,Respiratory,Critical Care Mix,13,16,20,0.8,HIGH,11.252285597566223,6,0,7,,3.04817151053317,1.625,0.8,0.65,0.217726536466655,0.5507628871682335,74.85645704893886,25.143542951061136,62.284761763956716,6300.0,0.03,6,0.9060518534834097,0.05956877425105962,1,0,3,2,6,0,0
2025-02-06,Neurology,Neurological,Movement Disorders,17,21,28,0.75,MEDIUM,8.85836324977948,3,0,7,,4.885904575918596,2.125,0.75,0.4,0.2714391431065887,0.47641643757316604,59.169613260968916,40.830386739031084,76.43986448814097,2400.0,0.01,6,0.9416479912680349,0.05415040114638593,1,0,3,2,6,0,0
2025-02-06,Oncology,Cancer,Radiation Therapy,17,20,25,0.8,LOW,4.308260840562491,1,0,6,,4.317490164776237,2.4285714285714284,0.8,0.3,0.23986056470979097,0.5709452918290784,31.089159397561076,68.91084060243892,65.30796386905102,1980.0,0.002,1,0.9503425296607836,0.03876496739102132,1,0,3,2,6,0,0
2025-02-06,Orthopedics,Musculoskeletal,Fractures & Replacements,23,28,35,0.8,HIGH,7.555590674154198,11,1,8,,6.6597112309496085,2.6666666666666665,0.8,0.65,0.2774879679562337,0.5392023980142625,72.66725034132972,27.33274965867028,66.46857583107207,3240.0,0.03,2,0.9659227221971207,0.06476905121894012,2,0,3,2,6,0,0
2025-02-07,Cardiology,Cardiovascular,Arrhythmia Management,24,29,30,0.9666666666666667,HIGH,7.553298918232529,11,1,13,,6.0901639691359595,1.7857142857142858,0.9666666666666667,0.65,0.24360655876543838,0.784,76.40318202245068,23.59681797754932,67.19310242097566,4500.0,0.03,1,0.9732057091667357,0.06800619669873577,2,4,4,2,6,0,0
2025-02-07,Emergency,Trauma,ED High Acuity Mix,10,12,15,0.8,HIGH,7.054297155300714,4,7,4,110.31220255835116,2.5472652598256653,3.4,0.8,0.65,0.2315695690750605,0.5562273613986298,73.50161675996607,26.49838324003393,49.06215607283239,2700.0,0.03,1,0.940943237370449,0.0703558503215856,1,0,4,2,6,0,0
2025-02-07,General Ward,General,Respiratory & Med-Surg,78,92,100,0.92,HIGH,9.302322921304626,36,3,38,,20.538554170000037,2.076923076923077,0.92,0.65,0.25998169835443086,0.7247602836312835,77.99397194780956,22.006028052190445,58.75810542740365,2160.0,0.03,7,0.925196941707445,0.06066846706099435,8,13,4,2,6,0,0
2025-02-07,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,6.764215062535239,7,0,7,,4.79662945137251,2.0,0.95,0.65,0.2821546736101477,0.784,81.92236219090194,18.077637809098064,60.18899302843978,6300.0,0.03,5,1.0,0.06004653677636976,1,2,4,2,6,0,0
2025-02-07,Neurology,Neurological,Stroke & Seizure,21,25,28,0.8928571428571429,MEDIUM,5.642938667825132,3,1,11,,5.887794953288253,1.8333333333333333,0.8928571428571429,0.4,0.26762704333128423,0.6863012057647182,46.97627667730894,53.02372332269106,48.6708042274455,2400.0,0.01,4,0.9134770065480318,0.061800358943250415,2,3,4,2,6,0,0
2025-02-07,Oncology,Cancer,Chemo & Complications,18,22,25,0.88,MEDIUM,6.087651863171576,3,0,10,,5.869287120996598,1.6363636363636365,0.88,0.4,0.30890984847350517,0.6440969259477248,45.999807178011764,54.000192821988236,61.79079585059753,2640.0,0.01,6,0.8751476784677373,0.05799848473954411,1,3,4,2,6,0,0
2025-02-07,Orthopedics,Musculoskeletal,Spine Surgery,26,31,35,0.8857142857142857,MEDIUM,5.617645310618475,4,1,14,,6.556135729719168,1.8,0.8857142857142857,0.4,0.24281984184145067,0.664922926121714,46.96649852617352,53.03350147382648,61.154647373505064,2160.0,0.01,2,0.9346325693700299,0.06483439671590341,2,4,4,2,6,0,0
2025-02-08,Cardiology,Cardiovascular,Arrhythmia Management,21,25,30,0.8333333333333334,HIGH,5.48932776862768,10,1,10,,5.619794104749964,2.0,0.8333333333333334,0.65,0.2554451865795438,0.5942061750935684,76.42672420221626,23.573275797783737,61.100772381360336,4500.0,0.03,7,0.9651138586893324,0.08321709817688161,2,0,5,2,6,1,0
2025-02-08,Emergency,Trauma,ED High Acuity Mix,11,14,15,0.9333333333333333,LOW,4.463184795267585,0,9,7,162.70663685139368,2.9693272737371075,2.5,0.9333333333333333,0.3,0.2474439394780923,0.7122573948425348,34.70655290383742,65.29344709616258,37.41217880483863,1350.0,0.002,2,0.9398963524973405,0.08496833990273289,1,2,5,2,6,1,0
2025-02-08,General Ward,General,Respiratory & Med-Surg,82,97,100,0.97,HIGH,7.341104427305817,38,4,46,,20.24264206278245,1.8297872340425532,0.97,0.65,0.24388725376846326,0.8030417654535702,76.58077978591389,23.41922021408611,55.37353890236496,2160.0,0.03,6,0.9647504334030061,0.08057994918245859,9,14,5,2,6,1,0
2025-02-08,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,3.5812967883533124,7,0,9,,3.477177109996611,1.6,0.95,0.65,0.20453982999980067,0.784,78.34324930080297,21.656750699197033,55.80995618889098,6300.0,0.03,3,0.8978477989435759,0.06420507032600757,1,2,5,2,6,1,0
2025-02-08,Neurology,Neurological,Movement Disorders,22,27,28,0.9642857142857143,LOW,4.665583966944193,1,1,12,,5.059857857816942,1.7692307692307692,0.9642857142857143,0.3,0.21999381990508443,0.7585894194182299,32.27507030691048,67.72492969308952,60.43870137857989,1800.0,0.002,6,0.8417598614318973,0.0559204339733364,2,4,5,2,6,1,0
2025-02-08,Oncology,Cancer,Radiation Therapy,20,24,25,0.96,MEDIUM,3.7726393490042787,3,1,8,,4.827132215841476,2.3333333333333335,0.96,0.4,0.2298634388495941,0.7787008849344309,52.71689784472378,47.28310215527622,53.072808374662664,2640.0,0.01,6,0.9645123750418255,0.06053868409119821,2,3,5,2,6,1,0
2025-02-08,Orthopedics,Musculoskeletal,Fractures & Replacements,26,31,35,0.8857142857142857,HIGH,7.707926788516403,12,1,15,,6.88260566722968,1.6875,0.8857142857142857,0.65,0.25491132100850666,0.6701964386828868,68.56832926658525,31.431670733414748,64.19712079110178,3240.0,0.03,7,0.8583738342615745,0.06354430537222519,2,4,5,2,6,1,0
2025-02-09,Cardiology,Cardiovascular,Arrhythmia Management,24,29,30,0.9666666666666667,HIGH,7.0157129696079945,11,1,13,,5.057207969216458,1.7857142857142858,0.9666666666666667,0.65,0.20228831876865833,0.784,67.56532013736441,32.43467986263559,51.40740175967408,4500.0,0.03,4,0.8464597459163367,0.07041169298691541,2,4,6,2,6,1,0
2025-02-09,Emergency,Trauma,ED High Acuity Mix,11,13,15,0.8666666666666667,MEDIUM,4.952398130305234,1,10,5,130.2673080427182,2.42370234492439,3.5,0.8666666666666667,0.4,0.20197519541036582,0.6663596365455664,49.35907265207116,50.64092734792884,45.12516136522107,1800.0,0.01,5,1.0,0.08298136703111811,1,1,6,2,6,1,0
2025-02-09,General Ward,General,Infectious Diseases,78,92,100,0.92,HIGH,8.268945684125827,36,3,45,,19.101715597167342,1.7608695652173914,0.92,0.65,0.24179386831857394,0.7232846735437201,75.75555218642404,24.24444781357596,59.28062133172841,2160.0,0.03,4,0.8967097215440919,0.06485602503457151,8,13,6,2,6,1,0
2025-02-09,ICU,Respiratory,Critical Care Mix,14,17,20,0.85,MEDIUM,4.974975307135255,2,0,6,,3.4597737357135583,2.0,0.85,0.4,0.23065158238090389,0.6078496960335085,49.32751607799133,50.67248392200867,64.30216566045671,4200.0,0.01,7,0.9915683390915592,0.06105547411598572,1,2,6,2,6,1,0
2025-02-09,Neurology,Neurological,Movement Disorders,19,23,28,0.8214285714285714,HIGH,11.63989770109934,9,0,9,,4.900901040713913,1.9,0.8214285714285714,0.65,0.24504505203569565,0.5742020728127477,74.10425121168285,25.89574878831715,56.73607839597055,3600.0,0.03,6,0.9494804773346014,0.06497874718267535,1,0,6,2,6,1,0
2025-02-09,Oncology,Cancer,Chemo & Complications,19,23,25,0.92,HIGH,9.098631289116458,9,0,9,,4.819834008733374,1.9,0.92,0.65,0.2409917004366687,0.7236739444811002,72.81195871621517,27.188041283784827,66.24966797901878,3960.0,0.03,6,0.9479145837377899,0.06600641792056369,2,3,6,2,6,1,0
2025-02-09,Orthopedics,Musculoskeletal,Spine Surgery,24,29,35,0.8285714285714286,HIGH,5.446454095737827,11,1,13,,6.765993785391215,1.7857142857142858,0.8285714285714286,0.65,0.2706397514156486,0.5843959224469826,83.04194655678596,16.95805344321404,62.729960202418,3240.0,0.03,7,0.8596999899463765,0.06634713537244304,2,4,6,2,6,1,0
2025-02-10,Cardiology,Cardiovascular,Arrhythmia Management,22,26,30,0.8666666666666667,HIGH,6.680795462961534,10,1,10,,4.399751232986617,2.090909090909091,0.8666666666666667,0.65,0.19129353186898335,0.6502306283271364,73.84544873159223,26.154551268407772,59.70842575504541,4500.0,0.03,4,0.8814491290817376,0.06371626447824892,2,3,0,2,7,0,0
2025-02-10,Emergency,Trauma,ED High Acuity Mix,9,11,15,0.7333333333333333,LOW,5.492017869361056,0,7,4,117.64847237546161,2.7642985489768352,3.2,0.7333333333333333,0.3,0.2764298548976835,0.47556057830213977,37.037632287691864,62.962367712308136,48.37767298892656,1350.0,0.002,5,0.8768067717063479,0.05757145388304158,0,0,0,2,7,0,0
2025-02-10,General Ward,General,Respiratory & Med-Surg,76,90,100,0.9,MEDIUM,4.7212091793046955,13,3,28,,19.00784117422986,2.7241379310344827,0.9,0.4,0.24685508018480337,0.6851724380802297,58.20579769545787,41.79420230454213,56.838952114738284,1440.0,0.01,1,0.868046321680411,0.0396421522546709,8,13,0,2,7,0,0
2025-02-10,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,CRITICAL,9.370851309600944,15,2,9,,3.9884201442701426,1.8,0.95,1.05,0.23461294966294957,0.7773738402955389,96.65971278333431,3.3402872166656863,60.56154809213852,8750.0,0.08,7,0.9420887998294366,0.06860048336038602,1,2,0,2,7,0,0
2025-02-10,Neurology,Neurological,Stroke & Seizure,18,22,28,0.7857142857142857,HIGH,8.472835724719864,8,0,7,,3.901184005057333,2.25,0.7857142857142857,0.65,0.20532547395038594,0.5069315739816317,75.0902082431705,24.909791756829506,63.4251082695677,3600.0,0.03,7,0.971792365243381,0.06858191406528408,1,0,0,2,7,0,0
2025-02-10,Oncology,Cancer,Radiation Therapy,19,23,25,0.92,MEDIUM,5.580958031183587,3,0,11,,4.291657518411162,1.5833333333333333,0.92,0.4,0.21458287592055808,0.7260180407556619,46.194068075927625,53.805931924072375,58.65067924205183,2640.0,0.01,4,0.9745217170699555,0.06320313651181483,2,3,0,2,7,0,0
2025-02-10,Orthopedics,Musculoskeletal,Fractures & Replacements,26,31,35,0.8857142857142857,MEDIUM,5.930893251521237,4,1,13,,6.931459836559994,1.9285714285714286,0.8857142857142857,0.4,0.2567207346874072,0.6760142437355384,48.09879222034898,51.90120777965102,57.35536730109858,2160.0,0.01,7,0.9060783558680575,0.07123223684538094,2,4,0,2,7,0,0
2025-02-11,Cardiology,Cardiovascular,Arrhythmia Management,23,28,30,0.9333333333333333,HIGH,7.560499008314542,11,1,13,,5.65013265701212,1.7142857142857142,0.9333333333333333,0.65,0.23542219404217168,0.7364193359054748,69.4756860346874,30.5243139653126,59.891767937535214,4500.0,0.03,6,0.9047597955241131,0.07541650270427215,2,4,1,2,7,0,0
2025-02-11,Emergency,Trauma,ED High Acuity Mix,10,12,15,0.8,MEDIUM,6.89292552401197,1,7,4,115.78980994307274,3.210216340278778,3.4,0.8,0.4,0.29183784911625255,0.5623963182358519,51.47812244373547,48.52187755626453,41.54489770582049,1800.0,0.01,1,0.8760864963163317,0.07179929006324268,1,0,1,2,7,0,0
2025-02-11,General Ward,General,Infectious Diseases,83,98,100,0.98,LOW,3.127846320806705,4,4,49,,21.07054516263105,1.74,0.98,0.3,0.2508398233646553,0.8134,30.706285700437316,69.29371429956268,41.747167600964,1080.0,0.002,4,0.901133924494087,0.0892580709191125,9,14,1,2,7,0,0
2025-02-11,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,11.685302745766684,7,0,9,,3.6058280834739467,1.6,0.95,0.65,0.21210753432199686,0.784,76.65405462629879,23.345945373701213,58.87795126831094,6300.0,0.03,7,0.9321078745370618,0.08462888768508198,1,2,1,2,7,0,0
2025-02-11,Neurology,Neurological,Stroke & Seizure,22,26,28,0.9285714285714286,MEDIUM,8.547723142838123,3,1,12,,5.861351018304675,1.7692307692307692,0.9285714285714286,0.4,0.2548413486219424,0.747701739424073,36.26247578637383,63.73752421362617,56.468941206629076,2400.0,0.01,1,0.937986838217873,0.06926808239248396,2,3,1,2,7,0,0
2025-02-11,Oncology,Cancer,Radiation Therapy,19,23,25,0.92,MEDIUM,8.942518939087043,3,0,10,,3.991832722038925,1.7272727272727273,0.92,0.4,0.19959163610194625,0.7282651544260464,45.807071007763845,54.192928992236155,56.40172290368675,2640.0,0.01,5,0.9874662531472922,0.08452659134952387,2,3,1,2,7,0,0
2025-02-11,Orthopedics,Musculoskeletal,Fractures & Replacements,26,31,35,0.8857142857142857,MEDIUM,5.701008541236861,4,1,13,,5.1716975855345355,1.9285714285714286,0.8857142857142857,0.4,0.1915443550197976,0.6584906517376421,49.84470533564549,50.15529466435451,55.72298844523124,2160.0,0.01,2,0.9550627779588364,0.06613757683718409,2,4,1,2,7,0,0
2025-02-12,Cardiology,Cardiovascular,ACS & Heart Failure,23,28,30,0.9333333333333333,HIGH,8.196135079077889,11,1,14,,5.29912148567124,1.6,0.9333333333333333,0.65,0.22079672856963498,0.7295525691288444,78.72502656438641,21.27497343561359,53.985230167198004,4500.0,0.03,2,0.858383942648128,0.07263355811227809,2,4,2,2,7,0,0
2025-02-12,Emergency,Trauma,ED High Acuity Mix,11,13,15,0.8666666666666667,MEDIUM,6.629642775617653,1,9,5,160.53853653425193,3.1146856891966674,3.3333333333333335,0.8666666666666667,0.4,0.25955714076638897,0.6391382185714004,54.32077106735443,45.67922893264557,45.96205363565503,1800.0,0.01,5,0.8486333205242268,0.07100620060745871,1,1,2,2,7,0,0
2025-02-12,General Ward,General,Respiratory & Med-Surg,73,87,100,0.87,MEDIUM,8.160275273284732,13,3,36,,19.017863215791376,2.054054054054054,0.87,0.4,0.2569981515647483,0.640385642184758,45.155841842266234,54.844158157733766,55.10438792343577,1440.0,0.01,7,0.9496963367211323,0.062417346133629335,7,13,2,2,7,0,0
2025-02-12,ICU,Respiratory,Critical Care Mix,15,18,20,0.9,HIGH,8.628897834703924,7,0,8,,3.6033198308837724,1.6666666666666667,0.9,0.65,0.22520748943023577,0.7077353669782511,78.2461439515255,21.753856048474503,64.91402422546692,6300.0,0.03,1,0.8985827380147069,0.046713010931322074,1,2,2,2,7,0,0
2025-02-12,Neurology,Neurological,Movement Disorders,19,23,28,0.8214285714285714,LOW,4.324057028221561,1,0,8,,4.7159256438485535,2.111111111111111,0.8214285714285714,0.3,0.23579628219242768,0.5666169597107928,15.044320145496384,84.95567985450361,64.62119977103275,1800.0,0.002,2,0.9562599736336592,0.0561953017313567,1,0,2,2,7,0,0
2025-02-12,Oncology,Cancer,Chemo & Complications,19,23,25,0.92,MEDIUM,8.867177086343277,3,0,11,,5.078146251936079,1.5833333333333333,0.92,0.4,0.253907312596804,0.7101547997367895,47.722302369880644,52.277697630119356,62.116610532295276,2640.0,0.01,6,1.0,0.057093840187919784,2,3,2,2,7,0,0
2025-02-12,Orthopedics,Musculoskeletal,Fractures & Replacements,23,28,35,0.8,CRITICAL,12.690116981324486,22,3,13,,5.4367533979598734,1.8571428571428572,0.8,1.05,0.22653139158166138,0.543197149968631,93.85225672319827,6.147743276801734,57.56368740233096,4500.0,0.08,4,0.9314850373583928,0.056645879449592165,2,0,2,2,7,0,0
2025-02-13,Cardiology,Cardiovascular,Arrhythmia Management,24,29,30,0.9666666666666667,LOW,1.9508761135464,1,1,12,,5.699737165085296,1.9230769230769231,0.9666666666666667,0.3,0.22798948660341187,0.784,30.886093925358427,69.11390607464158,53.839729489230464,2250.0,0.002,7,0.8834228715190172,0.06651641973587877,2,4,3,2,7,0,0
2025-02-13,Emergency,Trauma,ED High Acuity Mix,9,11,15,0.7333333333333333,MEDIUM,4.447527441750784,1,9,4,103.75830746230741,2.227731819494888,3.6,0.7333333333333333,0.4,0.22277318194948878,0.44088385003383307,54.26089442404009,45.73910557595991,53.56115377461022,1800.0,0.01,2,1.0,0.05893816407039737,0,0,3,2,7,0,0
2025-02-13,General Ward,General,Respiratory & Med-Surg,69,82,100,0.82,HIGH,2.3356888037788623,32,3,31,,14.411595354999065,2.25,0.82,0.65,0.2058799336428438,0.5715825671255585,82.47125623128166,17.528743768718343,59.614065300757,2160.0,0.03,5,0.826512915015229,0.057533818851471255,6,0,3,2,7,0,0
2025-02-13,ICU,Respiratory,Critical Care Mix,15,18,20,0.9,HIGH,8.29069160550127,7,0,8,,3.6956186814075784,1.6666666666666667,0.9,0.65,0.23097616758797365,0.6775807135176529,76.27526674444788,23.724733255552124,61.64848225295392,6300.0,0.03,4,0.8548880395491839,0.0645454023325179,1,2,3,2,7,0,0
2025-02-13,Neurology,Neurological,Movement Disorders,19,23,28,0.8214285714285714,HIGH,8.442572243461065,9,0,9,,4.9169825933599185,1.9,0.8214285714285714,0.65,0.24584912966799594,0.5705223649948555,64.1784506607608,35.8215493392392,61.54160678864121,3600.0,0.03,6,0.8908200336826998,0.07242227856244568,1,0,3,2,7,0,0
2025-02-13,Oncology,Cancer,Chemo & Complications,17,20,25,0.8,LOW,4.4427855253218524,1,0,8,,4.478875460542326,1.8888888888888888,0.8,0.3,0.24882641447457368,0.5543024379987382,32.116709743042875,67.88329025695712,74.10081663788011,1980.0,0.002,4,0.934649410416749,0.06453367726907898,1,0,3,2,7,0,0
2025-02-13,Orthopedics,Musculoskeletal,Fractures & Replacements,27,32,35,0.9142857142857143,MEDIUM,8.88575501684726,4,1,16,,6.245468594088414,1.6470588235294117,0.9142857142857143,0.4,0.22305244978887193,0.7137047379101751,49.67012689554595,50.32987310445405,61.74982160863169,2160.0,0.01,7,0.9211664754323589,0.06158264701515398,2,4,3,2,7,0,0
2025-02-14,Cardiology,Cardiovascular,ACS & Heart Failure,24,29,30,0.9666666666666667,MEDIUM,4.442489454154301,4,1,11,,5.682710781268018,2.0833333333333335,0.9666666666666667,0.4,0.22730843125072073,0.7802075581782046,46.08123239437786,53.91876760562214,70.1612576537938,3000.0,0.01,5,1.0,0.06710769087260453,2,4,4,2,7,0,0
2025-02-14,Emergency,Trauma,ED High Acuity Mix,10,12,15,0.8,MEDIUM,6.755695656494856,1,8,4,127.53928632856619,2.3689863068484853,3.6,0.8,0.4,0.2153623915316805,0.5592427367605428,51.121082021453965,48.878917978546035,50.7957668503668,1800.0,0.01,2,0.8175029360711261,0.06597620915949352,1,0,4,2,7,0,0
2025-02-14,General Ward,General,Respiratory & Med-Surg,76,90,100,0.9,LOW,2.048898135961375,4,3,39,,14.847043921445229,1.975,0.9,0.3,0.19281875222656142,0.6895456324988551,33.79856147742084,66.20143852257917,62.10883467379595,1080.0,0.002,3,0.9313114410292044,0.08044117983248257,8,13,4,2,7,0,0
2025-02-14,ICU,Respiratory,Critical Care Mix,16,19,20,0.95,HIGH,8.898437442570069,7,0,8,,3.7185752621976333,1.7777777777777777,0.95,0.65,0.21873972130574315,0.784,69.2633901617583,30.736609838241705,58.83789104252475,6300.0,0.03,2,0.9229492110794799,0.07346872500802698,1,2,4,2,7,0,0
2025-02-14,Neurology,Neurological,Movement Disorders,20,24,28,0.8571428571428571,HIGH,8.468048908706296,9,1,9,,5.538484032583416,2.1,0.8571428571428571,0.65,0.26373733488492457,0.6307194260157017,75.70179934924023,24.298200650759767,61.61114747026533,3600.0,0.03,6,0.9013955879273523,0.07069712599592226,2,3,4,2,7,0,0
2025-02-14,Oncology,Cancer,Radiation Therapy,17,21,25,0.84,MEDIUM,6.976179891875263,3,0,8,,4.309363320964589,1.8888888888888888,0.84,0.4,0.23940907338692163,0.5915981610503317,47.353339437758144,52.646660562241856,71.8558837964885,2640.0,0.01,3,0.9280508942752228,0.06364230642324975,1,3,4,2,7,0,0
2025-02-14,Orthopedics,Musculoskeletal,Spine Surgery,22,27,35,0.7714285714285715,HIGH,8.4505282344951,10,1,11,,4.790664167094435,1.9166666666666667,0.7714285714285715,0.65,0.2082897463954102,0.49272520086075094,83.51257329064802,16.48742670935198,61.22526034299493,3240.0,0.03,5,0.915554014974062,0.07545785412515515,2,0,4,2,7,0,0
2025-02-15,Cardiology,Cardiovascular,ACS & Heart Failure,22,26,30,0.8666666666666667,HIGH,6.488416999683274,10,1,9,,5.473780734183162,2.3,0.8666666666666667,0.65,0.23799046670361573,0.6467465545561998,78.18118687689463,21.81881312310537,57.80798125424192,4500.0,0.03,6,0.9445603832705999,0.060516062194998305,2,3,5,2,7,1,0
2025-02-15,Emergency,Trauma,ED High Acuity Mix,10,12,15,0.8,MEDIUM,5.05478369339721,1,7,4,126.67768192803663,1.8501134484238635,3.4,0.8,0.4,0.1681921316748967,0.5634690635859736,47.72915706920205,52.27084293079795,50.79393735952924,1800.0,0.01,7,0.9394489364676092,0.06477491585835315,1,0,5,2,7,1,0
2025-02-15,General Ward,General,Respiratory & Med-Surg,69,82,100,0.82,LOW,2.7779791284298456,4,3,35,,17.442403882982997,2.0,0.82,0.3,0.24917719832832855,0.5720426671440106,24.80728089578014,75.19271910421986,49.26267404895584,1080.0,0.002,6,0.8471196160502247,0.06416274519196985,6,0,5,2,7,1,0
2025-02-15,ICU,Respiratory,Critical Care Mix,14,17,20,0.85,CRITICAL,13.104311660147129,13,2,7,,3.4633747774150723,2.0,0.85,1.05,0.2308916518276715,0.6140435085153654,97.89928642647565,2.100713573524345,54.9214369167671,8750.0,0.08,3,0.9627777829510357,0.06207805580438802,1,2,5,2,7,1,0
2025-02-15,Neurology,Neurological,Stroke & Seizure,17,21,28,0.75,MEDIUM,6.590664184888721,3,0,7,,4.211620123207769,2.125,0.75,0.4,0.23397889573376496,0.4711718303512987,46.46187052588987,53.53812947411013,60.918176267547594,2400.0,0.01,5,0.8479077787000144,0.06737569368453666,1,0,5,2,7,1,0
2025-02-15,Oncology,Cancer,Radiation Therapy,17,21,25,0.84,MEDIUM,7.609479727587007,3,0,8,,4.096571633202028,1.8888888888888888,0.84,0.4,0.2275873129556682,0.5876922764561461,52.16942740000822,47.83057259999178,66.07436592016525,2640.0,0.01,6,0.8854312751293032,0.07366401287032402,1,3,5,2,7,1,0
